mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,method,iter,running_best
73.9426040649414,0.19734911949027234,0.14640402793884277,0.017331165723019952,True,balanced,log_loss,8,,3,4,151,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 8), ('max_features', None), ('min_samples_leaf', 3), ('min_samples_split', 4), ('n_estimators', 151)])",0.5953352379847597,0.6008099289112683,0.5977080360682694,0.6007119687959657,0.6017139206215882,0.5992558184763702,0.0023809443894163298,18,bayes,0,0.5992558184763702
101.47760286331177,0.534191371494226,0.1670915126800537,0.08583875117097432,False,balanced,gini,19,,1,3,77,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'gini'), ('max_depth', 19), ('max_features', None), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 77)])",0.5663611130549119,0.5704309948967841,0.5700319216144792,0.574947908912697,0.5733026869897995,0.5710149250937343,0.0029552479767740764,50,bayes,1,0.5992558184763702
21.994093561172484,1.6517703851364571,1.149723434448242,1.8475884552860813,True,balanced,gini,10,sqrt,3,3,153,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('criterion', 'gini'), ('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_leaf', 3), ('min_samples_split', 3), ('n_estimators', 153)])",0.5937676696613857,0.6020967176422932,0.5986238102743571,0.6006321299125865,0.6019835681393457,0.5994207791259937,0.0030915598382522534,10,bayes,2,0.5994207791259937
45.56923379898071,1.128630147120683,1.160628080368042,0.8650053929299393,False,,entropy,16,log2,1,7,176,"OrderedDict([('bootstrap', False), ('class_weight', None), ('criterion', 'entropy'), ('max_depth', 16), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 176)])",0.5864922034097553,0.5933807315752556,0.5900808140218616,0.5903307567759271,0.5930938912430259,0.5906756794051651,0.0024955706194882596,42,bayes,3,0.5994207791259937
141.38489065170288,0.4910038860539017,0.1883467197418213,0.08166986245191311,False,,entropy,15,,4,5,134,"OrderedDict([('bootstrap', False), ('class_weight', None), ('criterion', 'entropy'), ('max_depth', 15), ('max_features', None), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 134)])",0.581772460063957,0.5880940060024712,0.5855019343605423,0.5883930452941307,0.5891215886937573,0.5865766068829716,0.002694944477934012,43,bayes,4,0.5994207791259937
48.276823377609254,0.14501316314830265,0.09719452857971192,0.02015049645333237,False,balanced,gini,5,,2,5,112,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'gini'), ('max_depth', 5), ('max_features', None), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 112)])",0.5949301254514265,0.601147029276531,0.5957337204818458,0.6004743223497975,0.6021714906381921,0.5988913376395586,0.0029669896246023366,24,bayes,5,0.5994207791259937
25.313194513320923,2.0104064633688403,1.2159595966339112,0.7530916037756212,False,balanced,entropy,18,log2,3,6,90,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'entropy'), ('max_depth', 18), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 6), ('n_estimators', 90)])",0.5768099572213508,0.5814714733950066,0.5797038705117767,0.5800760470353914,0.5818411154245315,0.5799804927176114,0.0017789258581137465,46,bayes,6,0.5994207791259937
4.5152671337127686,0.49210807200846884,0.3978302478790283,0.39807973037837235,False,balanced,entropy,17,sqrt,1,5,15,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'entropy'), ('max_depth', 17), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 15)])",0.5722899477650927,0.5781862388270926,0.5771729963571663,0.5755855848134717,0.5788548370020702,0.5764179209529787,0.0023395979521821696,48,bayes,7,0.5994207791259937
16.845763540267946,0.41243931200167244,0.45314922332763674,0.30226055181966316,False,balanced,log_loss,9,log2,2,2,80,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 9), ('max_features', 'log2'), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 80)])",0.5941569591890093,0.6016123848886045,0.5982957596679301,0.6010194379884197,0.6018109904912398,0.5993791064450407,0.0028995428052022254,13,bayes,8,0.5994207791259937
4.317291212081909,0.8008788363462657,0.7958425998687744,0.7559923044818252,True,balanced,log_loss,7,log2,2,4,39,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 7), ('max_features', 'log2'), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 39)])",0.594148956519921,0.6009615173194374,0.5987781471442304,0.6011943638242866,0.6021436115070173,0.5994453192629785,0.0028682876912950765,9,bayes,9,0.5994453192629785
1.7986817359924316,0.4690907943082695,0.541139793395996,0.44543071343040963,True,,gini,2,sqrt,2,2,44,"OrderedDict([('bootstrap', True), ('class_weight', None), ('criterion', 'gini'), ('max_depth', 2), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 44)])",0.5916297076597741,0.598959689161336,0.5960683548319834,0.5993190773451263,0.5995879696378826,0.5971129597272204,0.0030186185988643156,36,bayes,10,0.5994453192629785
