mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,method,iter,running_best
208.19411047299704,0.6901550329033517,11.830315987269083,0.022370548457712698,200,2,1,,,entropy,,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': True}",0.8943314468692594,0.8938986186164237,0.8932535511535896,0.8938278722130909,0.00044288341856007926,5,random,22,0.8974460391345972
32.88398655255636,1.1215413928610072,10.618796984354654,0.21380694670267889,50,5,1,,10,gini,balanced,True,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8833425086461735,0.8808387120749793,0.8824498907464291,0.882210370489194,0.0010361070674083782,23,random,23,0.8974460391345972
12.706321318944296,0.2768381801559103,7.082258303960164,0.7152853266732052,50,2,4,log2,5,log_loss,,False,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'log_loss', 'class_weight': None, 'bootstrap': False}",0.8575764194089617,0.8572804348048856,0.856592004525116,0.8571496195796544,0.0004123935282780689,41,random,24,0.8974460391345972
13.258839925130209,0.8496502257412093,7.162326892217,0.3716674719617249,50,5,2,sqrt,5,log_loss,balanced,False,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'log_loss', 'class_weight': 'balanced', 'bootstrap': False}",0.8582526516942187,0.86028286919502,0.8573894967063607,0.8586416725318665,0.0012128215033894343,33,random,25,0.8974460391345972
23.912519693374634,1.568369600843989,9.82856035232544,0.8851177013244631,200,2,2,log2,5,entropy,balanced,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.8571237240008283,0.8591726316488661,0.8561189065272097,0.857471754058968,0.0012707354748820422,40,random,26,0.8974460391345972
33.874584356943764,0.26082081999984036,5.32607086499532,0.34723429916021825,150,2,1,sqrt,15,gini,balanced,True,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8917965892199478,0.8904711896617209,0.8887557530267921,0.8903411773028203,0.00124481554148972,15,random,27,0.8974460391345972
24.215535163879395,1.0812925270751719,7.3650407791137695,1.1042063309740753,50,2,1,log2,20,entropy,,False,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': False}",0.8945828800720559,0.8936806313734627,0.8909469579400602,0.8930701564618596,0.0015458529793734462,8,random,28,0.8974460391345972
16.61401089032491,2.3347177032971507,5.849717299143474,0.7155188420136978,50,8,1,log2,10,entropy,,False,"{'n_estimators': 50, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': False}",0.882606098737231,0.8814423176128269,0.8795126936101115,0.8811870366533898,0.0012757128977714173,26,random,29,0.8974460391345972
9.908352931340536,1.7085752922300714,3.3940393129984536,0.26588603984800224,10,2,4,log2,10,gini,balanced,False,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.8770266072549213,0.8771704800287454,0.8740517557337766,0.8760829476724812,0.0014374700837827673,29,random,30,0.8974460391345972
670.9940061569214,0.9319017755110266,11.709802150726318,0.22439934954558102,200,8,1,,15,entropy,,True,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 15, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': True}",0.8936878724422863,0.8926931072062154,0.8922260354275434,0.8928690050253484,0.0006096156693633044,9,random,31,0.8974460391345972
28.386979182561237,0.7699560575439303,8.246139844258627,0.21796726490545396,10,8,1,,15,gini,,False,"{'n_estimators': 10, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 15, 'criterion': 'gini', 'class_weight': None, 'bootstrap': False}",0.7702135228431544,0.7704853911282153,0.769750982908491,0.7701499656266201,0.00030317046704217367,49,random,32,0.8974460391345972
11.196094671885172,0.8785410700903853,7.95269513130188,0.30789610685261415,10,8,1,sqrt,,log_loss,balanced,True,"{'n_estimators': 10, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'log_loss', 'class_weight': 'balanced', 'bootstrap': True}",0.8699456753164001,0.8698918251398963,0.8664174002849084,0.8687516335804016,0.00165069859326671,32,random,33,0.8974460391345972
37.52432934443156,1.096744886031067,10.502764304478964,0.866993148530485,100,5,2,log2,,gini,,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'class_weight': None, 'bootstrap': False}",0.8959029007857517,0.8942708124347527,0.8930359653733624,0.8944032261979556,0.001174160613152279,3,random,34,0.8974460391345972
20.8167466322581,0.3059768492028944,10.074153105417887,0.5040758168910657,50,5,1,log2,10,gini,balanced,False,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.8816076748991796,0.8803594969467546,0.8798244092979486,0.8805971937146276,0.0007471652500067028,27,random,35,0.8974460391345972
706.7026300430298,5.115154518704739,0.4884681701660156,0.3306248165889182,150,8,2,,,entropy,,False,"{'n_estimators': 150, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': False}",0.7549111031738516,0.752316786040388,0.7574806580107067,0.754902849074982,0.0021081499834486855,50,random,36,0.8974460391345972
26.12699015935262,3.220083622652611,14.517914454142252,0.9166920599204245,200,5,2,log2,5,entropy,balanced,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': True}",0.8575872820410506,0.8597205309590366,0.8568248880356342,0.8580442336785739,0.001225504136872905,36,random,37,0.8974460391345972
53.96728722254435,0.32854386225852883,13.687725146611532,0.6318310494256327,150,2,4,sqrt,10,log_loss,balanced,False,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'log_loss', 'class_weight': 'balanced', 'bootstrap': False}",0.8837006709645568,0.8826738816437733,0.8809563837286535,0.8824436454456612,0.0011321173786247765,22,random,38,0.8974460391345972
54.78752295176188,0.861031088777269,14.430227597554525,1.2980110911598783,200,5,2,log2,15,gini,,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 15, 'criterion': 'gini', 'class_weight': None, 'bootstrap': True}",0.8912785554604759,0.8908259999763775,0.8894794971856003,0.8905280175408179,0.0007640889206656967,13,random,39,0.8974460391345972
37.19506065050761,1.7835096936541865,11.094953060150146,0.443040347814841,100,2,1,sqrt,15,entropy,,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': True}",0.8932907124721988,0.8921161942357965,0.8911027108499848,0.8921698725193267,0.000894053985429976,12,random,40,0.8974460391345972
601.9543681144714,7.773405119821675,3.333069642384847,1.7897480115296363,150,5,4,,15,gini,balanced,True,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 15, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8913571145754382,0.8897219664150215,0.8899522268857633,0.8903437692920743,0.0007226831802772207,14,random,41,0.8974460391345972
539.758182922999,1.3632552832892255,12.096926053365072,1.3017285687408613,200,2,2,sqrt,15,log_loss,balanced,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'log_loss', 'class_weight': 'balanced', 'bootstrap': False}",0.8946921422242218,0.8936900268608877,0.8915979005399065,0.8933266898750053,0.0012890806088633145,7,random,42,0.8974460391345972
496.9575243790944,0.11410415060753351,12.652752955754599,0.877040289537385,100,5,2,sqrt,,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8938472767840221,0.8929994256118354,0.8915059865913448,0.8927842296624009,0.000967864285965578,10,random,43,0.8974460391345972
178.9353502591451,216.1840870401271,11.615015506744385,1.3823391913004925,150,5,4,log2,5,log_loss,balanced,False,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'log_loss', 'class_weight': 'balanced', 'bootstrap': False}",0.8572538574690154,0.8590411092288586,0.8562033248965579,0.8574994305314773,0.001171461928793232,39,random,44,0.8974460391345972
33.09688949584961,0.8687965965212516,10.589452823003134,0.5373471964245516,100,2,1,log2,,entropy,balanced,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': True}",0.8949043143888948,0.8950315588372955,0.8919028140359019,0.893946229087364,0.0014458461402281203,4,random,45,0.8974460391345972
13.551629304885864,1.7163622988130607,7.554335196812947,0.3233912871676514,10,2,4,sqrt,10,entropy,,True,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': True}",0.878287429813178,0.8774500935206981,0.8756405243002727,0.8771260158780496,0.0011046257095838755,28,random,46,0.8974460391345972
18.58700180053711,0.33659311770999056,8.175801912943522,0.3560927087433212,50,5,1,log2,15,log_loss,,True,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 15, 'criterion': 'log_loss', 'class_weight': None, 'bootstrap': True}",0.890410472918958,0.8896216079584511,0.8875221201887958,0.889184733688735,0.0012189584950860987,17,random,47,0.8974460391345972
21.311817566553753,0.8991024837556216,6.627749601999919,1.2193337622391605,200,5,1,log2,5,gini,,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'class_weight': None, 'bootstrap': True}",0.8561830558660292,0.8552756649591406,0.855846213939937,0.8557683115883689,0.0003745140377973083,42,random,48,0.8974460391345972
15.823298454284668,0.7707120778644068,2.872797966003418,0.48955080609581264,50,5,4,log2,10,entropy,balanced,False,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.8818081181373691,0.8821099960125764,0.8801165928602105,0.8813449023367187,0.0008772459519978092,25,random,49,0.8974460391345972
