mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,method,iter,running_best
16.268565082550047,0.026279999265904658,0.07799668312072754,0.008912472858646396,True,balanced,log_loss,8,,3,4,151,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 8), ('max_features', None), ('min_samples_leaf', 3), ('min_samples_split', 4), ('n_estimators', 151)])",0.9667695736512275,0.9735932844398371,0.9666426074495793,0.9694271058567386,0.9696345230241863,0.9692134188843138,0.0025293344602681997,14,bayes,0,0.9692134188843138
15.638376092910766,0.11961278437469758,0.09004216194152832,0.06564215592176939,False,balanced,gini,19,,1,3,77,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'gini'), ('max_depth', 19), ('max_features', None), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 77)])",0.9006670991008145,0.9049548262143593,0.9067840386544571,0.9017593467636317,0.9037316814530298,0.9035793984372585,0.002189921739620999,41,bayes,1,0.9692134188843138
2.0572876930236816,0.18592663369918402,0.1427544116973877,0.06668939700036998,True,balanced,gini,10,sqrt,3,3,153,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('criterion', 'gini'), ('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_leaf', 3), ('min_samples_split', 3), ('n_estimators', 153)])",0.9131012338919933,0.9040677985508102,0.9079946326954632,0.90009098171294,0.9008272906385719,0.9052163874979555,0.004832031897797667,40,bayes,2,0.9692134188843138
4.992756795883179,0.03636852690235386,0.09495077133178711,0.01601536753848982,False,,entropy,16,log2,1,7,176,"OrderedDict([('bootstrap', False), ('class_weight', None), ('criterion', 'entropy'), ('max_depth', 16), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 176)])",0.9309634972241122,0.9316186113530733,0.9343705219250075,0.9318225055113075,0.9341470310280229,0.9325844334083048,0.0013980417723705423,31,bayes,3,0.9692134188843138
28.32637767791748,0.07587883838699874,0.07893900871276856,0.050212935767498586,False,,entropy,15,,4,5,134,"OrderedDict([('bootstrap', False), ('class_weight', None), ('criterion', 'entropy'), ('max_depth', 15), ('max_features', None), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 134)])",0.9189242175685959,0.9283762318421902,0.9260939824360375,0.9247965241991098,0.9182200568437537,0.9232822025779374,0.0040190984776088965,36,bayes,4,0.9692134188843138
9.618428611755371,0.01739780545773907,0.07417416572570801,0.06113780459813112,False,balanced,gini,5,,2,5,112,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'gini'), ('max_depth', 5), ('max_features', None), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 112)])",0.8930922281533143,0.9054794243050643,0.9068055069918521,0.8883163142629908,0.904555515138811,0.8996497977704067,0.007492721142415587,42,bayes,5,0.9692134188843138
2.867917060852051,0.023794996702239304,0.057793378829956055,0.0064640665146321555,False,balanced,entropy,18,log2,3,6,90,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'entropy'), ('max_depth', 18), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 6), ('n_estimators', 90)])",0.9220329165699641,0.9204423049992383,0.9314684430853458,0.917080693645284,0.9272487587998166,0.9236546234199297,0.005101746021073775,34,bayes,6,0.9692134188843138
0.622687816619873,0.016558335432516044,0.026569223403930663,0.0032705808193693436,False,balanced,entropy,17,sqrt,1,5,15,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'entropy'), ('max_depth', 17), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 15)])",0.9130779811893349,0.9187966193203587,0.9202600993664749,0.9126805652315982,0.9184661170185126,0.9166562764252559,0.0031449835218666155,38,bayes,7,0.9692134188843138
1.4969150066375732,0.025698427601625228,0.04781041145324707,0.008294555770927876,False,balanced,log_loss,9,log2,2,2,80,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 9), ('max_features', 'log2'), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 80)])",0.8743622312632257,0.8701834959348878,0.8872489525653232,0.8694570954726688,0.8821733972289771,0.8766850344930166,0.006951647452351366,45,bayes,8,0.9692134188843138
0.4195973873138428,0.0806998358573121,0.02476530075073242,0.003508576634580771,True,balanced,log_loss,7,log2,2,4,39,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 7), ('max_features', 'log2'), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 39)])",0.8582374186899274,0.8390806090930628,0.8488109403528117,0.8416623142823674,0.8395626007910918,0.8454707766418522,0.007271712474079473,46,bayes,9,0.9692134188843138
15.55445055961609,0.02661052863595838,0.05409855842590332,0.006280879541735185,False,balanced,log_loss,5,,3,7,151,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('criterion', 'log_loss'), ('max_depth', 5), ('max_features', None), ('min_samples_leaf', 3), ('min_samples_split', 7), ('n_estimators', 151)])",0.8901770445352073,0.90363942264925,0.8860961578942268,0.9050110842677382,0.888725974178104,0.8947299367049052,0.00795486599114121,43,bayes,10,0.9692134188843138
