mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.345246871312459,0.0049208067019374645,0.06607818603515625,0.005973590857983717,0.7640415835413256,2.1831772295319753,0.08567773934012718,5,6,673,1.7546566744957202,7.3950423419042055,2.217853244146025,0.859116635338751,"OrderedDict({'colsample_bytree': 0.7640415835413256, 'gamma': 2.1831772295319753, 'learning_rate': 0.08567773934012718, 'max_depth': 5, 'min_child_weight': 6, 'n_estimators': 673, 'reg_alpha': 1.7546566744957202, 'reg_lambda': 7.3950423419042055, 'scale_pos_weight': 2.217853244146025, 'subsample': 0.859116635338751})",0.9696940303193285,0.9705166824804463,0.9742294055470289,0.9714800394489345,0.001972891211827721,20
5.8394401868184405,0.04992779516312768,0.05407524108886719,0.002770910744174924,0.9349553422213137,2.6499458321425866,0.020109909209436554,8,7,356,0.6915426913928758,3.535873976284181,3.5429164075166812,0.9813920600759175,"OrderedDict({'colsample_bytree': 0.9349553422213137, 'gamma': 2.6499458321425866, 'learning_rate': 0.020109909209436554, 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 356, 'reg_alpha': 0.6915426913928758, 'reg_lambda': 3.535873976284181, 'scale_pos_weight': 3.5429164075166812, 'subsample': 0.9813920600759175})",0.9694838978514401,0.9707574171489025,0.9726500428280925,0.9709637859428116,0.0013007842666689089,27
6.336016734441121,0.02532826377948945,0.06528902053833008,0.008893678561847978,0.7779330049204607,2.7561675650081314,0.012730901516699067,5,2,708,0.7772402702527166,7.515525313404964,3.2293616921352055,0.9892827910771556,"OrderedDict({'colsample_bytree': 0.7779330049204607, 'gamma': 2.7561675650081314, 'learning_rate': 0.012730901516699067, 'max_depth': 5, 'min_child_weight': 2, 'n_estimators': 708, 'reg_alpha': 0.7772402702527166, 'reg_lambda': 7.515525313404964, 'scale_pos_weight': 3.2293616921352055, 'subsample': 0.9892827910771556})",0.9679258018727912,0.9685695580090875,0.9719083711140039,0.9694679103319609,0.001745564304606056,36
5.266308784484863,0.014529946390523525,0.04459277788798014,0.0022718775031655538,0.9249583953429453,0.5156146841896821,0.03963209931138201,7,5,386,3.7790026641794077,8.72630353309942,4.647715446027535,0.7547181056870735,"OrderedDict({'colsample_bytree': 0.9249583953429453, 'gamma': 0.5156146841896821, 'learning_rate': 0.03963209931138201, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 386, 'reg_alpha': 3.7790026641794077, 'reg_lambda': 8.72630353309942, 'scale_pos_weight': 4.647715446027535, 'subsample': 0.7547181056870735})",0.9701569084229942,0.9716751660446863,0.9736830232740136,0.9718383659138979,0.0014441484535019054,13
9.17817759513855,0.013051491050919902,0.07314109802246094,0.006909326361131114,0.9198213766428692,1.31408755932277,0.033621744005164336,7,7,945,2.1208903623034105,6.5028410174776266,2.412335382111886,0.8637704914796385,"OrderedDict({'colsample_bytree': 0.9198213766428692, 'gamma': 1.31408755932277, 'learning_rate': 0.033621744005164336, 'max_depth': 7, 'min_child_weight': 7, 'n_estimators': 945, 'reg_alpha': 2.1208903623034105, 'reg_lambda': 6.5028410174776266, 'scale_pos_weight': 2.412335382111886, 'subsample': 0.8637704914796385})",0.9698232175883057,0.9706241865839951,0.9739278685009867,0.9714584242244291,0.0017765142103345613,22
4.762797911961873,0.01164306631795261,0.06325753529866536,0.0005769900817713056,0.8936112071942273,2.818109212808315,0.014574953526191625,4,7,635,2.2951225707540286,5.347651601211356,4.141135748569983,0.822970881455074,"OrderedDict({'colsample_bytree': 0.8936112071942273, 'gamma': 2.818109212808315, 'learning_rate': 0.014574953526191625, 'max_depth': 4, 'min_child_weight': 7, 'n_estimators': 635, 'reg_alpha': 2.2951225707540286, 'reg_lambda': 5.347651601211356, 'scale_pos_weight': 4.141135748569983, 'subsample': 0.822970881455074})",0.9673542701010475,0.9689074507003306,0.9709949588683011,0.969085559889893,0.0014916312854403578,40
8.902333974838257,0.027786333812075497,0.05971447626749674,0.004306672780318238,0.8468317434009265,2.3260931364836477,0.02285719492350554,7,5,835,3.243887548518629,4.220825859506974,3.9355299410752234,0.8537198284573198,"OrderedDict({'colsample_bytree': 0.8468317434009265, 'gamma': 2.3260931364836477, 'learning_rate': 0.02285719492350554, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 835, 'reg_alpha': 3.243887548518629, 'reg_lambda': 4.220825859506974, 'scale_pos_weight': 3.9355299410752234, 'subsample': 0.8537198284573198})",0.9703096419447398,0.9718010235405445,0.9746834951243847,0.972264720203223,0.0018154721801791757,8
3.8919338385264077,0.023918770305341272,0.04915777842203776,0.0011142897338924395,0.817361227076125,2.7600276793119494,0.03136654640523136,7,3,346,2.853889013394491,0.25801085053521083,2.542918363938659,0.9303783825791684,"OrderedDict({'colsample_bytree': 0.817361227076125, 'gamma': 2.7600276793119494, 'learning_rate': 0.03136654640523136, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 346, 'reg_alpha': 2.853889013394491, 'reg_lambda': 0.25801085053521083, 'scale_pos_weight': 2.542918363938659, 'subsample': 0.9303783825791684})",0.9705719012179993,0.971501581800792,0.9735650012143149,0.9718794947443689,0.0012508065509044396,12
4.411321401596069,0.004677831547008598,0.06547284126281738,0.005676159016566714,0.9821911945239713,2.101864333864098,0.07441353369156513,5,4,490,0.0003052537633674302,3.706854876627044,3.3775156543655425,0.6703625622351181,"OrderedDict({'colsample_bytree': 0.9821911945239713, 'gamma': 2.101864333864098, 'learning_rate': 0.07441353369156513, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 490, 'reg_alpha': 0.0003052537633674302, 'reg_lambda': 3.706854876627044, 'scale_pos_weight': 3.3775156543655425, 'subsample': 0.6703625622351181})",0.9694627300080422,0.9707927365280551,0.974091917974629,0.9714491281702422,0.0019460186361642457,23
3.93664820988973,0.010389165697155159,0.05680370330810547,0.0045890323825496905,0.6014521229018973,2.453490058991255,0.0551166412639459,4,5,547,1.5641965311731407,1.5259458683844431,4.5753522442100785,0.9253109858052655,"OrderedDict({'colsample_bytree': 0.6014521229018973, 'gamma': 2.453490058991255, 'learning_rate': 0.0551166412639459, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 547, 'reg_alpha': 1.5641965311731407, 'reg_lambda': 1.5259458683844431, 'scale_pos_weight': 4.5753522442100785, 'subsample': 0.9253109858052655})",0.9687510306440605,0.9714119950478347,0.974337595738805,0.9715002071435667,0.002281558446885121,19
